speaker_id,utterance_id,transcript,natural_audio_path,synthetic_audio_path,natural_embedding_path,synthetic_embedding_path,dataset_split
p294,p294_015,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_015_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_015_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_015.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_015.npy,val
p294,p294_016,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_016_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_016_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_016.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_016.npy,val
p294,p294_017,Others have tried to explain the phenomenon physically.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_017_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_017_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_017.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_017.npy,val
p294,p294_018,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_018_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_018_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_018.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_018.npy,val
p294,p294_019,"Since then physicists have found that it's not reflection, but refraction by the raindrops which causes the rainbows.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_019_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_019_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_019.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_019.npy,val
p294,p294_020,Many complicated ideas about the rainbow have been formed.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_020_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_020_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_020.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_020.npy,val
p294,p294_021,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_021_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_021_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_021.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_021.npy,val
p294,p294_022,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_022_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_022_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_022.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_022.npy,val
p294,p294_023,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_023_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_023_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_023.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_023.npy,val
p294,p294_024,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_024_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_024_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_024.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_024.npy,val
p294,p294_025,They were the better team on the night.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_025_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_025_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_025.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_025.npy,val
p294,p294_026,"The show is sold out, like the others in the run.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_026_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_026_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_026.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_026.npy,val
p294,p294_027,It means we have to have some patience.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_027_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_027_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_027.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_027.npy,val
p294,p294_028,"For the moment, our position remains the same.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_028_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_028_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_028.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_028.npy,val
p294,p294_029,I was pregnant and very worried.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_029_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_029_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_029.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_029.npy,val
p294,p294_030,He said she was mad.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_030_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_030_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_030.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_030.npy,val
p294,p294_031,They were impressive against France.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_031_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_031_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_031.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_031.npy,val
p294,p294_032,I am delighted at Murray's appointment.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_032_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_032_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_032.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_032.npy,val
p294,p294_033,The airport was even different.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_033_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_033_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_033.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_033.npy,val
p294,p294_034,Other people had looked at it.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_034_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_034_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_034.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_034.npy,val
p294,p294_035,A neighbour said the street was shocked.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_035_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_035_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_035.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_035.npy,val
p294,p294_036,"Michael, he is running!",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_036_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_036_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_036.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_036.npy,val
p294,p294_037,"He was taken to hospital, but later died.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_037_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_037_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_037.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_037.npy,val
p294,p294_038,Their ambition is to go back.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_038_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_038_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_038.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_038.npy,val
p294,p294_039,He got the same story.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_039_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_039_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_039.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_039.npy,val
p294,p294_040,My view has now changed completely.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_040_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_040_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_040.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_040.npy,val
p294,p294_041,I've been dying for an hour.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_041_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_041_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_041.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_041.npy,val
p294,p294_042,It wasn't a flight of fancy.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_042_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_042_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_042.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_042.npy,val
p294,p294_043,We're playing away from home and that's it.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_043_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_043_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_043.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_043.npy,val
p294,p294_044,I'm wondering what you feel about the youngest.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_044_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_044_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_044.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_044.npy,val
p294,p294_045,They tend to be female and retired.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p294\p294_045_mic1.flac,D:\vocalis_3.0\data\synthetic\p294\p294_045_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p294\p294_045.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p294\p294_045.npy,val
p326,p326_001,Please call Stella.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_001_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_001_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_001.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_001.npy,val
p326,p326_002,Ask her to bring these things with her from the store.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_002_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_002_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_002.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_002.npy,val
p326,p326_003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_003_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_003_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_003.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_003.npy,val
p326,p326_004,We also need a small plastic snake and a big toy frog for the kids.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_004_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_004_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_004.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_004.npy,val
p326,p326_005,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_005_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_005_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_005.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_005.npy,val
p326,p326_006,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_006_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_006_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_006.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_006.npy,val
p326,p326_007,The rainbow is a division of white light into many beautiful colors.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_007_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_007_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_007.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_007.npy,val
p326,p326_008,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_008_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_008_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_008.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_008.npy,val
p326,p326_009,"There is , according to legend, a boiling pot of gold at one end.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_009_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_009_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_009.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_009.npy,val
p326,p326_010,"People look, but no one ever finds it.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_010_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_010_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_010.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_010.npy,val
p326,p326_011,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_011_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_011_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_011.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_011.npy,val
p326,p326_012,Throughout the centuries people have explained the rainbow in various ways.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_012_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_012_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_012.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_012.npy,val
p326,p326_013,Some have accepted it as a miracle without physical explanation.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_013_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_013_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_013.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_013.npy,val
p326,p326_014,To the Hebrews it was a token that there would be no more universal floods.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_014_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_014_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_014.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_014.npy,val
p326,p326_015,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_015_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_015_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_015.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_015.npy,val
p326,p326_016,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_016_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_016_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_016.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_016.npy,val
p326,p326_017,Others have tried to explain the phenomenon physically.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_017_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_017_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_017.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_017.npy,val
p326,p326_018,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_018_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_018_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_018.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_018.npy,val
p326,p326_019,"Since then physicists have found it is not reflection, but refraction by the raindrops which causes the rainbows.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_019_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_019_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_019.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_019.npy,val
p326,p326_020,Many complicated ideas about the rainbow have been formed.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_020_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_020_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_020.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_020.npy,val
p326,p326_021,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_021_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_021_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_021.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_021.npy,val
p326,p326_022,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_022_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_022_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_022.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_022.npy,val
p326,p326_023,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_023_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_023_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_023.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_023.npy,val
p326,p326_024,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_024_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_024_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_024.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_024.npy,val
p326,p326_025,"Jimmy returned to Aberdeen, but she remained with George.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_025_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_025_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_025.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_025.npy,val
p326,p326_026,The message was clear.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_026_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_026_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_026.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_026.npy,val
p326,p326_027,She is an angel.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_027_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_027_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_027.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_027.npy,val
p326,p326_028,It is believed he had been stabbed.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_028_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_028_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_028.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_028.npy,val
p326,p326_029,We have got to attack.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_029_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_029_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_029.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_029.npy,val
p326,p326_030,"I saw the other car coming, but could do nothing.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_030_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_030_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_030.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_030.npy,val
p326,p326_031,United were in control without always being dominant.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_031_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_031_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_031.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_031.npy,val
p326,p326_032,There we were on the first tee.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_032_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_032_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_032.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_032.npy,val
p326,p326_033,Roy Keane is certainly the best.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_033_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_033_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_033.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_033.npy,val
p326,p326_034,At least two women were among those arrested.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_034_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_034_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_034.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_034.npy,val
p326,p326_035,How would it work?,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_035_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_035_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_035.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_035.npy,val
p326,p326_036,It was my shortest audition.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_036_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_036_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_036.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_036.npy,val
p326,p326_037,That was a stunning drive from Jon.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_037_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_037_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_037.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_037.npy,val
p326,p326_038,She didn't tell us anything new.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_038_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_038_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_038.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_038.npy,val
p326,p326_039,There is nothing like this back home.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_039_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_039_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_039.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_039.npy,val
p326,p326_040,The police believe the man was not injured.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_040_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_040_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_040.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_040.npy,val
p326,p326_041,It would be a miracle.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p326\p326_041_mic1.flac,D:\vocalis_3.0\data\synthetic\p326\p326_041_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p326\p326_041.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p326\p326_041.npy,val
